order_id,document_id,customer_id,order_date,revenue_amount,causale,turnovendita,staff,bancovendita,numcoperti,cost,costoproduzione_foodbev,costoproduzione_materiali,costoproduzione_extra,costoproduzione_personale,costoproduzione_struttura,costoproduzione_consumi
243519,BS423,,150128,"12,5",951,1,,0,,"1,25","0,625","0,25","0,375","1,875","0,625","1,25"
243523,BS432,,150128,33,951,1,6,16,,"3,3","1,65","0,66","0,99","4,95","1,65","3,3"
243532,BS424,,150128,26,951,1,,0,,"2,6","1,3","0,52","0,78","3,9","1,3","2,6"
243542,RE129,,150128,"-67,5",941,1,,0,,"-6,75","-3,375","-1,35","-2,025","-10,125","-3,375","-6,75"
243544,BS426,,150128,"18,5",951,1,,0,,"1,85","0,925","0,37","0,555","2,775","0,925","1,85"
243546,RE130,,150128,-30,941,1,,0,,-3,"-1,5","-0,6","-0,9","-4,5","-1,5",-3
243547,BS435,,150128,34,951,1,11,22,,"3,4","1,7","0,68","1,02","5,1","1,7","3,4"
243550,BS427,,150128,"17,5",951,1,,0,,"1,75","0,875","0,35","0,525","2,625","0,875","1,75"
243552,BS428,,150128,"17,5",951,1,,0,,"1,75","0,875","0,35","0,525","2,625","0,875","1,75"
243561,BS430,,150128,"11,5",951,1,,0,,"1,15","0,575","0,23","0,345","1,725","0,575","1,15"
243563,BS433,,150128,26,951,1,11,27,,"2,6","1,3","0,52","0,78","3,9","1,3","2,6"
243584,BS438,,150128,44,951,1,6,14,,"4,4","2,2","0,88","1,32","6,6","2,2","4,4"
243586,BS437,,150128,75,951,1,11,12,,"7,5","3,75","1,5","2,25","11,25","3,75","7,5"
243590,BS434,,150128,25,951,1,11,23,,"2,5","1,25","0,5","0,75","3,75","1,25","2,5"
243602,BS439,,150128,55,951,1,11,13,,"5,5","2,75","1,1","1,65","8,25","2,75","5,5"
243604,BS440,,150128,40,951,1,11,16,,4,2,"0,8","1,2",6,2,4
243608,BS436,,150128,22,951,1,11,2,,"2,2","1,1","0,44","0,66","3,3","1,1","2,2"
243662,BS441,,150128,28,951,1,11,12,,"2,8","1,4","0,56","0,84","4,2","1,4","2,8"
243672,RE131,,150128,"-13,5",941,1,,0,,"-1,35","-0,675","-0,27","-0,405","-2,025","-0,675","-1,35"
243673,BS442,,150128,19,951,1,11,14,,"1,9","0,95","0,38","0,57","2,85","0,95","1,9"
243702,BS443,,150129,20,951,1,,0,,2,1,"0,4","0,6",3,1,2
243704,BS448,,150129,60,951,1,11,3,,6,3,"1,2","1,8",9,3,6
243709,BS446,,150129,25,951,1,11,22,,"2,5","1,25","0,5","0,75","3,75","1,25","2,5"
243711,BS447,,150129,48,951,1,6,4,,"4,8","2,4","0,96","1,44","7,2","2,4","4,8"
243720,BS444,,150129,23,951,1,,0,,"2,3","1,15","0,46","0,69","3,45","1,15","2,3"
243724,RE132,,150129,-39,941,1,,0,,"-3,9","-1,95","-0,78","-1,17","-5,85","-1,95","-3,9"
243732,BS451,,150129,"22,5",951,1,6,2,,"2,25","1,125","0,45","0,675","3,375","1,125","2,25"
243740,RE133,,150129,-88,941,1,,0,,"-8,8","-4,4","-1,76","-2,64","-13,2","-4,4","-8,8"
243744,BS445,,150129,17,951,1,,0,,"1,7","0,85","0,34","0,51","2,55","0,85","1,7"
243748,BS450,,150129,30,951,1,11,14,,3,"1,5","0,6","0,9","4,5","1,5",3
243751,BS452,,150129,"87,5",951,1,11,1,,"8,75","4,375","1,75","2,625","13,125","4,375","8,75"
243757,BS449,,150129,44,951,1,11,12,,"4,4","2,2","0,88","1,32","6,6","2,2","4,4"
243795,BS453,,150129,24,951,1,6,16,,"2,4","1,2","0,48","0,72","3,6","1,2","2,4"
243803,BS455,,150129,48,951,1,6,28,,"4,8","2,4","0,96","1,44","7,2","2,4","4,8"
243814,BS454,,150129,30,951,1,11,13,,3,"1,5","0,6","0,9","4,5","1,5",3
243831,BS456,,150129,30,951,1,6,14,,3,"1,5","0,6","0,9","4,5","1,5",3
243863,BS457,,150129,35,951,1,11,2,,"3,5","1,75","0,7","1,05","5,25","1,75","3,5"
243921,RE134,,150130,"-15,5",941,1,,0,,"-1,55","-0,775","-0,31","-0,465","-2,325","-0,775","-1,55"
243924,BS460,,150130,"22,5",951,1,208,13,,"2,25","1,125","0,45","0,675","3,375","1,125","2,25"
243926,RE135,,150130,"-31,5",941,1,,0,,"-3,15","-1,575","-0,63","-0,945","-4,725","-1,575","-3,15"
243927,BS458,,150130,"12,5",951,1,,0,,"1,25","0,625","0,25","0,375","1,875","0,625","1,25"
243929,BS459,,150130,"31,5",951,1,,0,,"3,15","1,575","0,63","0,945","4,725","1,575","3,15"
243934,RE136,,150130,"-16,5",941,1,,0,,"-1,65","-0,825","-0,33","-0,495","-2,475","-0,825","-1,65"
243937,RE137,,150130,-38,941,1,,0,,"-3,8","-1,9","-0,76","-1,14","-5,7","-1,9","-3,8"
243938,RE138,,150130,-21,941,1,,0,,"-2,1","-1,05","-0,42","-0,63","-3,15","-1,05","-2,1"
243939,BS462,,150130,25,951,1,194,2,,"2,5","1,25","0,5","0,75","3,75","1,25","2,5"
243943,BS464,,150130,44,951,1,194,1,,"4,4","2,2","0,88","1,32","6,6","2,2","4,4"
243945,RE139,,150130,-13,941,1,,0,,"-1,3","-0,65","-0,26","-0,39","-1,95","-0,65","-1,3"
243948,RE140,,150130,"-54,5",941,1,,0,,"-5,45","-2,725","-1,09","-1,635","-8,175","-2,725","-5,45"
243953,BF26,229,150130,40,953,1,6,27,,4,2,"0,8","1,2",6,2,4
243962,BS461,,150130,"28,5",951,1,,0,,"2,85","1,425","0,57","0,855","4,275","1,425","2,85"
243969,BF25,251,150130,67,953,1,194,6,,"6,7","3,35","1,34","2,01","10,05","3,35","6,7"
243971,RE141,,150130,-16,941,1,,0,,"-1,6","-0,8","-0,32","-0,48","-2,4","-0,8","-1,6"
243979,BS465,,150130,41,951,1,208,13,,"4,1","2,05","0,82","1,23","6,15","2,05","4,1"
243991,BS471,,150130,85,951,1,208,24,,"8,5","4,25","1,7","2,55","12,75","4,25","8,5"
244000,BS466,,150130,25,951,1,208,14,,"2,5","1,25","0,5","0,75","3,75","1,25","2,5"
244002,BS468,,150130,24,951,1,208,26,,"2,4","1,2","0,48","0,72","3,6","1,2","2,4"
244004,BS463,,150130,"49,5",951,1,,0,,"4,95","2,475","0,99","1,485","7,425","2,475","4,95"
244016,BS469,,150130,36,951,1,194,2,,"3,6","1,8","0,72","1,08","5,4","1,8","3,6"
244022,BS467,,150130,48,951,1,208,16,,"4,8","2,4","0,96","1,44","7,2","2,4","4,8"
244024,BF27,241,150130,"25,5",953,1,208,1,,"2,55","1,275","0,51","0,765","3,825","1,275","2,55"
244030,BS472,,150130,38,951,1,11,25,,"3,8","1,9","0,76","1,14","5,7","1,9","3,8"
244094,BS473,,150130,20,951,1,6,26,,2,1,"0,4","0,6",3,1,2
244099,BS470,,150130,"28,5",951,1,,12-e,,"2,85","1,425","0,57","0,855","4,275","1,425","2,85"
244145,BF28,32,150130,"49,5",953,1,208,1,,"4,95","2,475","0,99","1,485","7,425","2,475","4,95"
244158,BS474,,150130,23,951,1,208,2,,"2,3","1,15","0,46","0,69","3,45","1,15","2,3"
244193,BS475,,150131,50,951,1,6,14,,5,"2,5",1,"1,5","7,5","2,5",5
244213,RE142,,150131,-13,941,1,,0,,"-1,3","-0,65","-0,26","-0,39","-1,95","-0,65","-1,3"
244214,RE143,,150131,-19,941,1,,0,,"-1,9","-0,95","-0,38","-0,57","-2,85","-0,95","-1,9"
244217,BS484,,150131,"69,5",951,1,6,28,,"6,95","3,475","1,39","2,085","10,425","3,475","6,95"
244219,BS476,,150131,16,951,1,,0,,"1,6","0,8","0,32","0,48","2,4","0,8","1,6"
244222,BS480,,150131,20,951,1,194,2,,2,1,"0,4","0,6",3,1,2
244224,BS485,,150131,30,951,1,6,21,,3,"1,5","0,6","0,9","4,5","1,5",3
244226,BS488,,150131,"79,5",951,1,194,4,,"7,95","3,975","1,59","2,385","11,925","3,975","7,95"
244230,RE144,,150131,-29,941,1,,0,,"-2,9","-1,45","-0,58","-0,87","-4,35","-1,45","-2,9"
244238,RE145,,150131,-36,941,1,,0,,"-3,6","-1,8","-0,72","-1,08","-5,4","-1,8","-3,6"
244241,BS493,,150131,65,951,1,6,11,,"6,5","3,25","1,3","1,95","9,75","3,25","6,5"
244243,BS477,,150131,18,951,1,,0,,"1,8","0,9","0,36","0,54","2,7","0,9","1,8"
244249,BS478,,150131,24,951,1,,0,,"2,4","1,2","0,48","0,72","3,6","1,2","2,4"
244251,BS486,,150131,48,951,1,11,12,,"4,8","2,4","0,96","1,44","7,2","2,4","4,8"
244253,BS490,,150131,22,951,1,6,25,,"2,2","1,1","0,44","0,66","3,3","1,1","2,2"
244255,RE146,,150131,-18,941,1,,0,,"-1,8","-0,9","-0,36","-0,54","-2,7","-0,9","-1,8"
244260,RE147,,150131,"-16,5",941,1,,0,,"-1,65","-0,825","-0,33","-0,495","-2,475","-0,825","-1,65"
244261,BS479,,150131,"23,5",951,1,,0,,"2,35","1,175","0,47","0,705","3,525","1,175","2,35"
244266,RE148,,150131,-36,941,1,,0,,"-3,6","-1,8","-0,72","-1,08","-5,4","-1,8","-3,6"
244267,BS494,,150131,40,951,1,208,16,,4,2,"0,8","1,2",6,2,4
244271,BS492,,150131,47,951,1,6,3,,"4,7","2,35","0,94","1,41","7,05","2,35","4,7"
244273,BS481,,150131,19,951,1,,0,,"1,9","0,95","0,38","0,57","2,85","0,95","1,9"
244275,BS482,,150131,24,951,1,,0,,"2,4","1,2","0,48","0,72","3,6","1,2","2,4"
244278,RE149,,150131,"-20,5",941,1,,0,,"-2,05","-1,025","-0,41","-0,615","-3,075","-1,025","-2,05"
244279,RE150,,150131,-31,941,1,,0,,"-3,1","-1,55","-0,62","-0,93","-4,65","-1,55","-3,1"
244280,BS500,,150131,80,951,1,194,1,,8,4,"1,6","2,4",12,4,8
244284,BS497,,150131,30,951,1,194,2,,3,"1,5","0,6","0,9","4,5","1,5",3
244287,BS483,,150131,"29,5",951,1,,0,,"2,95","1,475","0,59","0,885","4,425","1,475","2,95"
244289,RE151,,150131,-18,941,1,,0,,"-1,8","-0,9","-0,36","-0,54","-2,7","-0,9","-1,8"
244293,BS499,,150131,28,951,1,11,8,,"2,8","1,4","0,56","0,84","4,2","1,4","2,8"
244298,BS496,,150131,43,951,1,208,14,,"4,3","2,15","0,86","1,29","6,45","2,15","4,3"
244301,BS502,,150131,64,951,1,208,13,,"6,4","3,2","1,28","1,92","9,6","3,2","6,4"
244316,BS487,,150131,30,951,1,,0,,3,"1,5","0,6","0,9","4,5","1,5",3
244340,BS489,,150131,"19,5",951,1,,0,,"1,95","0,975","0,39","0,585","2,925","0,975","1,95"
244355,BS491,,150131,13,951,1,,0,,"1,3","0,65","0,26","0,39","1,95","0,65","1,3"
244359,BS504,,150131,60,951,1,208,12,,6,3,"1,2","1,8",9,3,6
244372,BS495,,150131,"27,5",951,1,,0,,"2,75","1,375","0,55","0,825","4,125","1,375","2,75"
244400,BS503,,150131,24,951,1,194,2,,"2,4","1,2","0,48","0,72","3,6","1,2","2,4"
244407,BS498,,150131,9,951,1,,0,,"0,9","0,45","0,18","0,27","1,35","0,45","0,9"
244409,BS508,,150131,48,951,1,6,23,,"4,8","2,4","0,96","1,44","7,2","2,4","4,8"
244419,BS501,,150131,"9,5",951,1,,0,,"0,95","0,475","0,19","0,285","1,425","0,475","0,95"
244433,BS510,,150131,85,951,1,11,3,,"8,5","4,25","1,7","2,55","12,75","4,25","8,5"
244440,BS505,,150131,60,951,1,208,13,,6,3,"1,2","1,8",9,3,6
244485,BS506,,150131,38,951,1,208,12,,"3,8","1,9","0,76","1,14","5,7","1,9","3,8"
244511,BS509,,150131,70,951,1,11,5,,7,"3,5","1,4","2,1","10,5","3,5",7
244513,BS507,,150131,33,951,1,6,25,,"3,3","1,65","0,66","0,99","4,95","1,65","3,3"
244590,BS511,,150201,18,951,1,6,26,,"1,8","0,9","0,36","0,54","2,7","0,9","1,8"
244599,BS514,,150201,43,951,1,6,23,,"4,3","2,15","0,86","1,29","6,45","2,15","4,3"
244602,BS513,,150201,54,951,1,208,28,,"5,4","2,7","1,08","1,62","8,1","2,7","5,4"
244607,BF29,170,150201,79,953,1,208,12,,"7,9","3,95","1,58","2,37","11,85","3,95","7,9"
244612,BS515,,150201,110,951,1,208,13,,11,"5,5","2,2","3,3","16,5","5,5",11
244619,BS512,,150201,"39,5",951,1,208,8,,"3,95","1,975","0,79","1,185","5,925","1,975","3,95"
244662,BS516,,150201,108,951,1,11,1,,"10,8","5,4","2,16","3,24","16,2","5,4","10,8"
244754,RE152,,150201,-23,941,1,,0,,"-2,3","-1,15","-0,46","-0,69","-3,45","-1,15","-2,3"
244757,RE153,,150201,"-23,5",941,1,,0,,"-2,35","-1,175","-0,47","-0,705","-3,525","-1,175","-2,35"
244758,BS520,,150201,25,951,1,6,23,,"2,5","1,25","0,5","0,75","3,75","1,25","2,5"
244760,BS517,,150201,23,951,1,,0,,"2,3","1,15","0,46","0,69","3,45","1,15","2,3"
244762,BS518,,150201,20,951,1,,0,,2,1,"0,4","0,6",3,1,2
244767,RE154,,150201,"-23,5",941,1,,0,,"-2,35","-1,175","-0,47","-0,705","-3,525","-1,175","-2,35"
244768,BS521,,150201,34,951,1,207,25,,"3,4","1,7","0,68","1,02","5,1","1,7","3,4"
244772,RE155,,150201,"-16,5",941,1,,0,,"-1,65","-0,825","-0,33","-0,495","-2,475","-0,825","-1,65"
244773,BS522,,150201,29,951,1,11,16,,"2,9","1,45","0,58","0,87","4,35","1,45","2,9"
244775,RE156,,150201,"-36,5",941,1,,0,,"-3,65","-1,825","-0,73","-1,095","-5,475","-1,825","-3,65"
244776,BS524,,150201,29,951,1,6,27,,"2,9","1,45","0,58","0,87","4,35","1,45","2,9"
244778,BS526,,150201,40,951,1,207,14,,4,2,"0,8","1,2",6,2,4
244783,BS528,,150201,90,951,1,207,15,,9,"4,5","1,8","2,7","13,5","4,5",9
244786,BS519,,150201,6,951,1,,0,,"0,6","0,3","0,12","0,18","0,9","0,3","0,6"
244794,RE157,,150201,"-31,5",941,1,,0,,"-3,15","-1,575","-0,63","-0,945","-4,725","-1,575","-3,15"
244796,BS527,,150201,23,951,1,6,23,,"2,3","1,15","0,46","0,69","3,45","1,15","2,3"
244804,BS529,,150201,44,951,1,11,21,,"4,4","2,2","0,88","1,32","6,6","2,2","4,4"
244811,BS530,,150201,45,951,1,11,28,,"4,5","2,25","0,9","1,35","6,75","2,25","4,5"
244828,BS531,,150201,35,951,1,6,22,,"3,5","1,75","0,7","1,05","5,25","1,75","3,5"
244830,RE158,,150201,"-42,5",941,1,,0,,"-4,25","-2,125","-0,85","-1,275","-6,375","-2,125","-4,25"
244837,BS523,,150201,28,951,1,,0,,"2,8","1,4","0,56","0,84","4,2","1,4","2,8"
244841,BS533,,150201,45,951,1,6,25,,"4,5","2,25","0,9","1,35","6,75","2,25","4,5"
244850,BS525,,150201,44,951,1,,0,,"4,4","2,2","0,88","1,32","6,6","2,2","4,4"
244908,BS532,,150201,30,951,1,6,16,,3,"1,5","0,6","0,9","4,5","1,5",3
244963,BF30,229,150201,80,953,1,,0,,8,4,"1,6","2,4",12,4,8
244965,RE159,,150202,-30,941,1,,0,,-3,"-1,5","-0,6","-0,9","-4,5","-1,5",-3
244966,RE160,,150202,-13,941,1,,0,,"-1,3","-0,65","-0,26","-0,39","-1,95","-0,65","-1,3"
244967,RE161,,150202,-15,941,1,,0,,"-1,5","-0,75","-0,3","-0,45","-2,25","-0,75","-1,5"
244968,RE162,,150202,-10,941,1,,0,,-1,"-0,5","-0,2","-0,3","-1,5","-0,5",-1
244971,RE163,,150202,-13,941,1,,0,,"-1,3","-0,65","-0,26","-0,39","-1,95","-0,65","-1,3"
244972,BS534,,150202,35,951,1,208,27,,"3,5","1,75","0,7","1,05","5,25","1,75","3,5"
244974,BS538,,150202,"32,5",951,1,11,12,,"3,25","1,625","0,65","0,975","4,875","1,625","3,25"
244976,RE164,,150202,-23,941,1,,0,,"-2,3","-1,15","-0,46","-0,69","-3,45","-1,15","-2,3"
244977,BS536,,150202,35,951,1,11,13,,"3,5","1,75","0,7","1,05","5,25","1,75","3,5"
244979,BS537,,150202,42,951,1,6,22,,"4,2","2,1","0,84","1,26","6,3","2,1","4,2"
244995,BS535,,150202,15,951,1,11,16,,"1,5","0,75","0,3","0,45","2,25","0,75","1,5"
245001,RE165,,150202,-9,941,1,,0,,"-0,9","-0,45","-0,18","-0,27","-1,35","-0,45","-0,9"
245024,RE166,,150202,-28,941,1,,0,,"-2,8","-1,4","-0,56","-0,84","-4,2","-1,4","-2,8"
245033,BS541,,150202,108,951,1,11,3,,"10,8","5,4","2,16","3,24","16,2","5,4","10,8"
245036,BS539,,150202,48,951,1,208,4,,"4,8","2,4","0,96","1,44","7,2","2,4","4,8"
245040,RE167,,150202,-14,941,1,,0,,"-1,4","-0,7","-0,28","-0,42","-2,1","-0,7","-1,4"
245041,RE168,,150202,-12,941,1,,0,,"-1,2","-0,6","-0,24","-0,36","-1,8","-0,6","-1,2"
245044,RE169,,150202,-15,941,1,,0,,"-1,5","-0,75","-0,3","-0,45","-2,25","-0,75","-1,5"
245062,BS540,,150202,38,951,1,11,1,,"3,8","1,9","0,76","1,14","5,7","1,9","3,8"
245080,BS542,,150202,42,951,1,208,14,,"4,2","2,1","0,84","1,26","6,3","2,1","4,2"
245106,RE170,,150202,-10,941,1,,0,,-1,"-0,5","-0,2","-0,3","-1,5","-0,5",-1
245120,BS543,,150202,30,951,1,,0,,3,"1,5","0,6","0,9","4,5","1,5",3
245122,RE171,,150202,-26,941,1,,0,,"-2,6","-1,3","-0,52","-0,78","-3,9","-1,3","-2,6"
245130,RE172,,150204,"-11,5",941,1,,0,,"-1,15","-0,575","-0,23","-0,345","-1,725","-0,575","-1,15"
245131,BS544,,150204,"11,5",951,1,,0,,"1,15","0,575","0,23","0,345","1,725","0,575","1,15"
245135,BS545,,150204,14,951,1,,0,,"1,4","0,7","0,28","0,42","2,1","0,7","1,4"
245139,RE173,,150204,-22,941,1,,0,,"-2,2","-1,1","-0,44","-0,66","-3,3","-1,1","-2,2"
245145,BS546,,150204,15,951,1,,0,,"1,5","0,75","0,3","0,45","2,25","0,75","1,5"
245155,BS552,,150204,"138,5",951,1,11,3,,"13,85","6,925","2,77","4,155","20,775","6,925","13,85"
245157,BS551,,150204,88,951,1,9,15,,"8,8","4,4","1,76","2,64","13,2","4,4","8,8"
245165,RE174,,150204,"-25,5",941,1,,0,,"-2,55","-1,275","-0,51","-0,765","-3,825","-1,275","-2,55"
245171,BS547,,150204,14,951,1,,0,,"1,4","0,7","0,28","0,42","2,1","0,7","1,4"
245181,BF31,248,150204,56,953,1,,0,,"5,6","2,8","1,12","1,68","8,4","2,8","5,6"
245183,BS548,,150204,28,951,1,,0,,"2,8","1,4","0,56","0,84","4,2","1,4","2,8"
245199,BS554,,150204,44,951,1,11,12,,"4,4","2,2","0,88","1,32","6,6","2,2","4,4"
245214,BS549,,150204,27,951,1,,0,,"2,7","1,35","0,54","0,81","4,05","1,35","2,7"
245218,BS550,,150204,"13,5",951,1,,0,,"1,35","0,675","0,27","0,405","2,025","0,675","1,35"
245220,BS555,,150204,19,951,1,9,23,,"1,9","0,95","0,38","0,57","2,85","0,95","1,9"
245255,BS553,,150204,20,951,1,,0,,2,1,"0,4","0,6",3,1,2
245299,BS556,,150205,34,951,1,,0,,"3,4","1,7","0,68","1,02","5,1","1,7","3,4"
245304,RE175,,150205,-35,941,1,,0,,"-3,5","-1,75","-0,7","-1,05","-5,25","-1,75","-3,5"
245312,BS562,,150205,85,951,1,6,24,,"8,5","4,25","1,7","2,55","12,75","4,25","8,5"
245317,BS559,,150205,34,951,1,6,22,,"3,4","1,7","0,68","1,02","5,1","1,7","3,4"
245319,BS557,,150205,55,951,1,9,13,,"5,5","2,75","1,1","1,65","8,25","2,75","5,5"
245322,BS558,,150205,19,951,1,6,23,,"1,9","0,95","0,38","0,57","2,85","0,95","1,9"
245328,BS560,,150205,"18,5",951,1,6,27,,"1,85","0,925","0,37","0,555","2,775","0,925","1,85"
245335,BS561,,150205,80,951,1,6,21,,8,4,"1,6","2,4",12,4,8
245340,BS564,,150205,64,951,1,11,28,,"6,4","3,2","1,28","1,92","9,6","3,2","6,4"
245386,BS563,,150205,7,951,1,,0,,"0,7","0,35","0,14","0,21","1,05","0,35","0,7"
245398,BS565,,150205,19,951,1,,0,,"1,9","0,95","0,38","0,57","2,85","0,95","1,9"
245400,BS567,,150205,35,951,1,11,13,,"3,5","1,75","0,7","1,05","5,25","1,75","3,5"
245402,BS566,,150205,19,951,1,,0,,"1,9","0,95","0,38","0,57","2,85","0,95","1,9"
245417,BS568,,150206,12,951,1,,0,,"1,2","0,6","0,24","0,36","1,8","0,6","1,2"
245421,RE176,,150206,-37,941,1,,0,,"-3,7","-1,85","-0,74","-1,11","-5,55","-1,85","-3,7"
245422,BS570,,150206,"22,5",951,1,6,26,,"2,25","1,125","0,45","0,675","3,375","1,125","2,25"
245429,BS573,,150206,58,951,1,11,4,,"5,8","2,9","1,16","1,74","8,7","2,9","5,8"
245440,BS569,,150206,"13,5",951,1,,0,,"1,35","0,675","0,27","0,405","2,025","0,675","1,35"
245443,BS579,,150206,50,951,1,11,5,,5,"2,5",1,"1,5","7,5","2,5",5
245452,BS574,,150206,25,951,1,6,25,,"2,5","1,25","0,5","0,75","3,75","1,25","2,5"
245454,BS575,,150206,50,951,1,208,14,,5,"2,5",1,"1,5","7,5","2,5",5
245456,BS571,,150206,27,951,1,,0,,"2,7","1,35","0,54","0,81","4,05","1,35","2,7"
245477,BS572,,150206,"19,5",951,1,,0,,"1,95","0,975","0,39","0,585","2,925","0,975","1,95"
245486,BS576,,150206,45,951,1,208,16,,"4,5","2,25","0,9","1,35","6,75","2,25","4,5"
245497,BF32,229,150206,25,953,1,6,23,,"2,5","1,25","0,5","0,75","3,75","1,25","2,5"
245502,BS577,,150206,25,951,1,11,2,,"2,5","1,25","0,5","0,75","3,75","1,25","2,5"
245506,BS580,,150206,35,951,1,6,22,,"3,5","1,75","0,7","1,05","5,25","1,75","3,5"
245533,BS578,,150206,30,951,1,208,14,,3,"1,5","0,6","0,9","4,5","1,5",3
245580,BS583,,150206,22,951,1,6,2,,"2,2","1,1","0,44","0,66","3,3","1,1","2,2"
245598,BS581,,150206,6,951,1,,0,,"0,6","0,3","0,12","0,18","0,9","0,3","0,6"
245603,BS582,,150206,37,951,1,11,12,,"3,7","1,85","0,74","1,11","5,55","1,85","3,7"
245645,RE177,,150207,-18,941,1,,0,,"-1,8","-0,9","-0,36","-0,54","-2,7","-0,9","-1,8"
245649,BS584,,150207,12,951,1,,0,,"1,2","0,6","0,24","0,36","1,8","0,6","1,2"
245653,BS585,,150207,"18,5",951,1,,0,,"1,85","0,925","0,37","0,555","2,775","0,925","1,85"
245655,RE178,,150207,-15,941,1,,0,,"-1,5","-0,75","-0,3","-0,45","-2,25","-0,75","-1,5"
245659,BS589,,150207,"21,5",951,1,6,13,,"2,15","1,075","0,43","0,645","3,225","1,075","2,15"
245661,RE179,,150207,-57,941,1,,0,,"-5,7","-2,85","-1,14","-1,71","-8,55","-2,85","-5,7"
245663,BS586,,150207,35,951,1,,0,,"3,5","1,75","0,7","1,05","5,25","1,75","3,5"
245667,RE180,,150207,-9,941,1,,0,,"-0,9","-0,45","-0,18","-0,27","-1,35","-0,45","-0,9"
245668,BS587,,150207,"17,5",951,1,,0,,"1,75","0,875","0,35","0,525","2,625","0,875","1,75"
245672,RE181,,150207,"-20,5",941,1,,0,,"-2,05","-1,025","-0,41","-0,615","-3,075","-1,025","-2,05"
245675,RE182,,150207,-42,941,1,,0,,"-4,2","-2,1","-0,84","-1,26","-6,3","-2,1","-4,2"
245677,BS592,,150207,39,951,1,11,3,,"3,9","1,95","0,78","1,17","5,85","1,95","3,9"
245681,BS588,,150207,20,951,1,,0,,2,1,"0,4","0,6",3,1,2
245687,BS598,,150207,35,951,1,11,4,,"3,5","1,75","0,7","1,05","5,25","1,75","3,5"
245690,BS594,,150207,34,951,1,194,15,,"3,4","1,7","0,68","1,02","5,1","1,7","3,4"
245697,BS590,,150207,"37,5",951,1,,0,,"3,75","1,875","0,75","1,125","5,625","1,875","3,75"
245702,BS591,,150207,27,951,1,,0,,"2,7","1,35","0,54","0,81","4,05","1,35","2,7"
245704,BF33,52,150207,23,953,1,6,23,,"2,3","1,15","0,46","0,69","3,45","1,15","2,3"
245712,BS600,,150207,80,951,1,194,12,,8,4,"1,6","2,4",12,4,8
245714,BS601,,150207,80,951,1,194,24,,8,4,"1,6","2,4",12,4,8
245722,BS604,,150207,100,951,1,6,27,,10,5,2,3,15,5,10
245727,BS603,,150207,39,951,1,11,2,,"3,9","1,95","0,78","1,17","5,85","1,95","3,9"
245730,BS602,,150207,80,951,1,6,28,,8,4,"1,6","2,4",12,4,8
245736,BS593,,150207,18,951,1,,0,,"1,8","0,9","0,36","0,54","2,7","0,9","1,8"
245739,BS605,,150207,"69,5",951,1,194,13,,"6,95","3,475","1,39","2,085","10,425","3,475","6,95"
245742,RE183,,150207,-32,941,1,,0,,"-3,2","-1,6","-0,64","-0,96","-4,8","-1,6","-3,2"
245753,BS595,,150207,"41,5",951,1,,0,,"4,15","2,075","0,83","1,245","6,225","2,075","4,15"
245757,BS596,,150207,25,951,1,,0,,"2,5","1,25","0,5","0,75","3,75","1,25","2,5"
245770,BS597,,150207,34,951,1,,0,,"3,4","1,7","0,68","1,02","5,1","1,7","3,4"
245778,BS606,,150207,134,951,1,6,11,,"13,4","6,7","2,68","4,02","20,1","6,7","13,4"
245809,BS599,,150207,12,951,1,,0,,"1,2","0,6","0,24","0,36","1,8","0,6","1,2"
245853,BS607,,150207,64,951,1,194,12,,"6,4","3,2","1,28","1,92","9,6","3,2","6,4"
245951,BS611,,150208,270,951,1,11,3,,27,"13,5","5,4","8,1","40,5","13,5",27
245954,BS610,,150208,130,951,1,9,11,,13,"6,5","2,6","3,9","19,5","6,5",13
245957,BS608,,150208,199,951,1,6,25,,"19,9","9,95","3,98","5,97","29,85","9,95","19,9"
245966,BF34,170,150208,"57,5",953,1,9,16,,"5,75","2,875","1,15","1,725","8,625","2,875","5,75"
245975,BS612,,150208,120,951,1,6,26,,12,6,"2,4","3,6",18,6,12
245979,BS609,,150208,55,951,1,208,12,,"5,5","2,75","1,1","1,65","8,25","2,75","5,5"
245991,BS613,,150208,180,951,1,6,1,,18,9,"3,6","5,4",27,9,18
246101,BS614,,150208,"20,5",951,1,,0,,"2,05","1,025","0,41","0,615","3,075","1,025","2,05"
246106,RE184,,150208,-38,941,1,,0,,"-3,8","-1,9","-0,76","-1,14","-5,7","-1,9","-3,8"
246107,BS615,,150208,30,951,1,,0,,3,"1,5","0,6","0,9","4,5","1,5",3
246109,RE185,,150208,"-19,5",941,1,,0,,"-1,95","-0,975","-0,39","-0,585","-2,925","-0,975","-1,95"
246116,BS618,,150208,45,951,1,11,28,,"4,5","2,25","0,9","1,35","6,75","2,25","4,5"
246120,RE186,,150208,-36,941,1,,0,,"-3,6","-1,8","-0,72","-1,08","-5,4","-1,8","-3,6"
246121,RE187,,150208,-30,941,1,,0,,-3,"-1,5","-0,6","-0,9","-4,5","-1,5",-3
246124,BS620,,150208,58,951,1,11,16,,"5,8","2,9","1,16","1,74","8,7","2,9","5,8"
246129,BS621,,150208,43,951,1,6,27,,"4,3","2,15","0,86","1,29","6,45","2,15","4,3"
246134,RE188,,150208,"-31,5",941,1,,0,,"-3,15","-1,575","-0,63","-0,945","-4,725","-1,575","-3,15"
